entorno,nombre,etapa,tipo,area_responsable,descripcion,monto_contrato,comuna,barrio,direccion,lat,lng,fecha_inicio,fecha_fin_inicial,plazo_meses,porcentaje_avance,imagen_1,licitacion_oferta_empresa,licitacion_anio,contratacion_tipo,nro_contratacion,cuit_contratista,expediente-numero
Obras en escuelas de Comuna 12,Escuela Primaria Comun Ndeg 11 Fray Luis Beltran: Mejora Edilicia,Finalizada,Escuelas,Ministerio de Educacion,Obra De Impermeabilizacion De Cubiertas,710606.0,12,villa urquiza,capdevila 3156,"-34,56821807","-58,49155051",2016-12-23,2017-06-03,6,100,https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna12_escprimaria11_foto1.jpg,FilipS.A.,2016,nan,nan,30708268093,nan
Obras en escuelas de Comuna 9,Escuela Primaria Comun Ndeg 03 Republica Francesa: Mejora Edilicia.,Finalizada,Escuelas,Ministerio de Educacion,Obra De Impermeabilizacion De Cubiertas,201654.0,9,liniers,montiel 153,"-34,64098195","-58,52634572",2017-04-19,2017-08-04,4,100,https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna9_escprimaria03_foto1.JPG,IbasaS.A.,2017,nan,nan,30696429886,nan
Obras en escuelas de Comuna 10,Escuela Primaria Comun Ndeg 11 Republica del Peru: mejora edilicia.,Finalizada,Escuelas,Ministerio de Educacion,Obras Para Mejoramiento Edilicio.,357597.0,10,floresta,gaona av. 4763,"-34,62738815","-58,48969888",2017-03-05,2017-07-31,4,100,https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna10_escprimaria11_foto1.JPG,IbasaS.A.,2017,nan,nan,30696429886,nan
Obras en escuelas de Comuna 10,Escuela Primaria Comun Ndeg 01 Prof. Jose Onaindia: mejora edilicia.,Finalizada,Escuelas,Ministerio de Educacion,Obra De Impermeabilizacion De Cubiertas,1787987.0,10,villa luro,rafaela 5159,"-34,64001137","-58,49981338",2017-05-27,2017-06-03,1,100,https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna10_escprimaria01_foto1.JPG,IbasaS.A.,2017,nan,nan,30696429886,nan
Obras en escuelas de Comuna 11,Escuela Primaria Comun Ndeg 02 Prof. Juan Jose Millan: mejora edilicia.,Finalizada,Escuelas,Ministerio de Educacion,Obra De Impermeabilizacion De Cubiertas,1191991.0,11,villa del parque,helguera 3228,"-34,59957293","-58,49475829",2017-03-20,2017-06-03,3,100,https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna11_escprimaria02_foto1.JPG,IbasaS.A.,2017,nan,nan,30696429886,nan
Obras en escuelas de Comuna 10,Escuela Primaria Comun Ndeg 03 Emilio Gimenez Zapiola: mejora edilicia.,Finalizada,Escuelas,Ministerio de Educacion,Obra De Instalacion Electrica,238398.0,10,floresta,"gonzalez, joaquin v. 180","-34,63107596","-58,47990215",2017-02-15,2017-06-15,4,100,https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna10_escprimaria03_foto1.JPG,IbasaS.A.,2017,nan,nan,30696429886,nan
Obras en escuelas de Comuna 1,Escuela Primaria Comun Ndeg 04 Cnel. De Marina Tomas Espora: Mejora Edilicia,Finalizada,Escuelas,Ministerio de Educacion,"Obra De Instalacion Electrica, Sanitaria, Extraccion En Cocina E Impermeabilizacion",1495632.0,1,constitucion,solis 1815,"-34,62936675","-58,38931189",2017-01-31,2017-06-24,5,100,https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna1_escprimaria04_foto1.jpg,MazhariS.A.,2017,nan,nan,30708896019,nan
Obras en escuelas de Comuna 13,Escuela Primaria Comun Ndeg 12 Gran Mariscal Del Peru Ramon Castilla: mejora edilicia.,Finalizada,Escuelas,Ministerio de Educacion,Obras Para Mejoramiento Edilicio.,989750.0,13,colegiales,conde 943,"-34,57653931","-58,45234495",2017-04-03,2017-08-01,4,100,https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna13_escprimaria12_foto1.JPG,MediterraneoS.A,2017,nan,nan,30566480618,nan
Obras en escuelas de Comuna 4,Escuela Hospitalaria Ndeg 03 Dr. Pedro De Elizalde: Mejora Edilicia.,Finalizada,Escuelas,Ministerio de Educacion,Obras Para Mejoramiento Edilicio.,449321.0,4,barracas,"montes de oca, manuel av. 16","-34,62869453","-58,37774268",2017-02-10,2017-08-01,6,100,https://cdn2.buenosaires.gob.ar/baobras/genericas/generica_escuelas.png,RadiotronicaConstruccionesS.A.,2017,nan,nan,33709466939,nan
Obras en escuelas de Comuna 4,Escuela Primaria Comun Ndeg 03 Juan Maria Gutierrez: Mejora Edilicia.,Finalizada,Escuelas,Ministerio de Educacion,Obras Para Mejoramiento Edilicio.,7750834.0,4,la boca,rocha 1226,"-34,64182823","-58,36795169",2017-03-13,2017-07-11,4,100,https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna4_escprimaria03_foto1.JPG,RadiotronicaConstruccionesS.A.,2017,nan,nan,33709466939,nan
Obras en escuelas de Comuna 4,Escuela Primaria Comun Ndeg 15 Arzobispo Mariano Antonio Espinosa: Mejora edilicia.,Finalizada,Escuelas,Ministerio de Educacion,Obras Para Mejoramiento Edilicio.,208937.0,4,barracas,"montes de oca, manuel av. 807","-34,6372199","-58,37496523",2017-02-10,2017-08-01,6,100,https://cdn2.buenosaires.gob.ar/baobras/genericas/generica_escuelas.png,RadiotronicaConstruccionesS.A.,2017,nan,nan,33709466939,nan
Obras en escuelas de Comuna 7,Escuela De Comercio Ndeg 09 Jose Ingenieros: Mejora edilicia.,Finalizada,Escuelas,Ministerio de Educacion,Obra De Impermeabilizacion De Cubiertas,589409.0,7,flores,"falcon, ramon l.,cnel. 2248","-34,62942256","-58,45991291",2017-04-03,2017-08-01,4,100,https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna7_esccomercial09_foto1.JPG,RadiotronicaConstruccionesS.A.,2017,nan,nan,33709466939,nan
Obras en escuelas de Comuna 4,Escuela Primaria Comun Ndeg 04 Jose Jacinto Berruti: Mejora Edilicia,Finalizada,Escuelas,Ministerio de Educacion,Obra De Impermeabilizacion De Cubiertas,1036524.0,4,la boca,"quinquela martin, benito 1081","-34,64239636","-58,36553509",2016-10-14,2017-01-08,3,100,https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna4_escprimaria04_foto1.JPG,RadiotronicaConstruccionesS.A.,2016,nan,nan,33709466939,nan
Obras en escuelas de Comuna 4,Jardin de Infantes Integral Ndeg 01 Benito Quinquela Martin: Mejora edilicia.,Finalizada,Escuelas,Ministerio de Educacion,Obra De Impermeabilizacion De Cubiertas,1243828.0,4,la boca,"araoz de lamadrid, gregorio, gral. 648","-34,63840752","-58,36145375",2016-10-14,2017-03-13,5,100,https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna4_jardin01_foto1.JPG,RadiotronicaConstruccionesS.A.,2016,nan,nan,33709466939,nan
Obras en escuelas de Comuna 4,Escuela Primaria Comun Ndeg 28 Francisco Pascasio Moreno: Mejora edilicia.,Finalizada,Escuelas,Ministerio de Educacion,Obra De Impermeabilizacion De Cubiertas,829219.0,4,barracas,"salmun feijoo, jose aaron 1073","-34,64407047","-58,37772631",2016-10-14,2017-03-13,5,100,https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna4_escprimaria28_foto1.JPG,RadiotronicaConstruccionesS.A.,2016,nan,nan,33709466939,nan
Obras en escuelas de Comuna 4,Escuela Tecnica Ndeg 04 Republica Del Libano: Mejora edilicia.,Finalizada,Escuelas,Ministerio de Educacion,Obras Para Mejoramiento Edilicio.,688681.0,4,barracas,"montes de oca, manuel av. 121","-34,63019988","-58,37713812",2017-03-06,2017-08-01,5,100,https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna4_esctecnica04_foto1.jpg,RadiotronicaConstruccionesS.A.,2017,nan,nan,33709466939,nan
Plan 54 escuelas,Escuela Integral Interdisciplinaria N.deg 17,Finalizada,Escuelas,Ministerio de Educacion,Primaria,73276173.0,10,villa real,"lista, ramon, coronel 5448","-34,61591899","-58,52569681",2018-07-08,2019-10-07,13,100,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/13237.jpg,LasCortesS.R.L.,2018,Licitacion Publica,nan,nan,nan
Plan 54 escuelas,Escuela Infantil N.deg 9 D.E. 5,Finalizada,Escuelas,Ministerio de Educacion,Inicial,89500372.11,4,nueva pompeya,santo domingo 4050,"-34,65597866","-58,4070013",2018-05-20,2019-10-30,18,100,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/13238.jpeg,AGEConstruccionesSRL,2018,Licitacion Publica,nan,nan,nan
Plan 54 escuelas,Escuela De Bellas Artes Rogelio Yrurtia,Finalizada,Escuelas,Ministerio de Educacion,Media,100913601.0,10,velez sarsfield,"alberdi, juan bautista av. 4139","-34,63936213","-58,48392023",2017-09-20,2019-02-28,17,100,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/13239.jpeg,VidogarConstruccionesS.A,2017,Licitacion Publica,nan,30553433564,nan
Obras en escuelas de Comuna 9,Escuela Tecnica Ndeg 08 Paula Albarracin De Sarmiento: Mejora Edilicia.,Finalizada,Escuelas,Ministerio de Educacion,Obras Para Mejoramiento Edilicio.,21360626.0,9,parque avellaneda,"collivadino, pio 436","-34,64048742","-58,48354684",2017-12-28,2019-02-25,14,100,https://cdn2.buenosaires.gob.ar/baobras/genericas/generica_escuelas.png,KIONSOCIEDADANONIMAINDUSTRIALYCOMERCIAL,2017,nan,nan,nan,nan
Obras en escuelas de Comuna 7,Escuela De Recuperacion Ndeg 08 Luis Vernet: Mejora edilicia.,Finalizada,Escuelas,Ministerio de Educacion,Obras Para Mejoramiento Edilicio.,0.0,7,parque chacabuco,hortiguera 742,"-34,63100899","-58,44381081",,,0,100,https://cdn2.buenosaires.gob.ar/baobras/genericas/generica_escuelas.png,nan,nan,nan,nan,nan,nan
Obras en escuelas de Comuna 7,Escuela Primaria Comun Ndeg 05 Juan B. Pena: Mejora edilicia,Finalizada,Escuelas,Ministerio de Educacion,"Obra De Restauracion, Puesta En Valor, Y Rehabilitacion General",0.0,7,flores,"trelles, manuel r. 948","-34,61550763","-58,46018009",,,0,100,https://cdn2.buenosaires.gob.ar/baobras/genericas/generica_escuelas.png,nan,nan,nan,nan,nan,nan
Obras en escuelas de Comuna 5,Escuela Primaria Comun Ndeg 19 Florencio Balcarce: Mejora Edilicia,Finalizada,Escuelas,Ministerio de Educacion,Obras Para Mejoramiento Edilicio.,0.0,5,almagro,"acuna de figueroa, francisco 850","-34,55085939","-58,45380474",2017-12-26,2018-03-26,3,100,https://cdn2.buenosaires.gob.ar/baobras/genericas/generica_escuelas.png,MazhariS.A.,2017,nan,nan,30708896019,nan
Obras en escuelas de Comuna 15,Escuela Tecnica Ndeg 34 Ing. Enrique Martin Hermitte: Mejora edilicia.,Finalizada,Escuelas,Ministerio de Educacion,Obras Para Mejoramiento Edilicio.,0.0,15,chacarita,loyola 1500,"-34,58865881","-58,44284718",,2018-03-30,0,100,https://cdn2.buenosaires.gob.ar/baobras/genericas/generica_escuelas.png,nan,nan,nan,nan,nan,nan
Obras en escuelas de Comuna 4,Escuela Primaria P/Adultos Ndeg 29 Manuel Belgrano: Mejora edilicia.,Finalizada,Escuelas,Ministerio de Educacion,Obras Para Mejoramiento Edilicio.,0.0,4,la boca,"araoz de lamadrid, gregorio, gral. 676","-34,638518","-58,36173027",,2018-01-06,0,100,https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna4_escprimariaadultos29_foto1.jpg,nan,nan,nan,nan,nan,nan
Obras en escuelas de Comuna 1,Jardin De Infantes Comun Ndeg 03/03deg San Telmo: Obras generales,Finalizada,Escuelas,Ministerio de Educacion,Obra De Reparaciones Varias,3400429.0,1,san telmo,piedras 860,"-34,61809914","-58,37729075",2017-11-21,2018-05-20,6,100,https://cdn2.buenosaires.gob.ar/baobras/genericas/generica_escuelas.png,HexacomS.A.,2017,nan,nan,30643202812,nan
Obras en escuelas de Comuna 13,Esc. Primaria Comun Ndeg 20 Vicealmirante Vicente E. Montes: Obras generales.,Finalizada,Escuelas,Ministerio de Educacion,"Obra De Instalacion Electrica, Sanitaria E Impermeabilizacion",3407517.0,13,nunez,congreso 1553,"-34,55085709","-58,45380465",2017-12-20,2018-04-19,4,100,https://cdn2.buenosaires.gob.ar/baobras/genericas/generica_escuelas.png,CIACENTRALDECONTRUCCIONESSRL,2017,nan,nan,30708008393,nan
Obras en escuelas de Comuna 6,Esc. Normal Superior Ndeg 04 Estanislao Severo Zeballos: Obras generales,Finalizada,Escuelas,Ministerio de Educacion,"Obra De Ampliacion Y Ejecucion De Nuevas Instalaciones: Electrica, Sanitaria, Gas, Y Termomecanica",0.0,6,caballito,rivadavia av. 4950,"-34,61792443","-58,435432",2018-03-01,2019-03-01,12,100,https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna6_escsuperior4_foto1.jpg,nan,2018,nan,nan,nan,nan
Obras en escuelas de Comuna 12,Esc. Tecnica Ndeg 21 Fragata Escuela Libertad: Obras generales,Finalizada,Escuelas,Ministerio de Educacion,Obra De Ampliacion Y Rehabilitacion,41278923.0,12,coghlan,nunez 3638,"-34,556334","-58,477998",2017-11-23,2019-05-17,18,100,https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna12_esctecnica21_foto1.jpg,IgecorsS.A.,2017,nan,nan,30683399333,nan
Obras en escuelas de Comuna 10,Escuela Primaria Comun Ndeg 19 Fragata Ara Libertad: mejora edilicia.,Finalizada,Escuelas,Ministerio de Educacion,Obras Para Mejoramiento Edilicio.,0.0,10,floresta,"bonifacio, jose 3650","-34,6373537","-58,47643826",2017-01-30,2017-06-21,5,100,https://cdn2.buenosaires.gob.ar/desarrollourbano/observatorio-de-obras/educacion_escprimaria19_2.jpg,nan,2017,nan,nan,nan,nan
Obras en escuelas de Comuna 4,Esc. Primaria Comun Ndeg 24 Contraalmirante Martin Guerrico: Obras generales,Finalizada,Escuelas,Ministerio de Educacion,Obra De Instalacion Electrica E Impermeabilizacion,3028051.0,4,nueva pompeya,lynch 3536,"-34,65194323","-58,40979087",2017-12-18,2018-04-17,4,100,https://cdn2.buenosaires.gob.ar/baobras/genericas/generica_escuelas.png,IbasaS.A.,2017,nan,nan,30696429886,nan
Obras en escuelas de Comuna 13,Ciclo Basico De Formacion Ocupacional Ndeg 03 Olga Cossettini: Mejora Edilicia,Finalizada,Escuelas,Ministerio de Educacion,Obras Para Mejoramiento Edilicio.,0.0,13,belgrano,juramento 2945,"-34,56498901","-58,46176415",,,0,100,https://cdn2.buenosaires.gob.ar/baobras/genericas/generica_escuelas.png,nan,nan,nan,nan,nan,nan
Obras en escuelas de Comuna 1,Escuela De Educ. Espec. Ndeg 14 Constancio C. Vigil: Mejora Edilicia,Finalizada,Escuelas,Ministerio de Educacion,"Obra De Accesibilidad, Remodelacion Y Ampliacion Edilicia",0.0,1,san telmo,independencia av. 668,"-34,61740488","-58,37545169",,,0,100,https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_escespecial14_foto1.jpg,nan,nan,nan,nan,nan,nan
Obras en escuelas de Comuna 9,Esc. Primaria Comun NAdeg 12 Presbitero Prof. V. Montes Carballo: Obras generales.,Finalizada,Escuelas,Ministerio de Educacion,Obras Para Mejoramiento Edilicio.,0.0,9,mataderos,larraya 2055,"-34,65759478","-58,49387228",2018-04-01,2019-10-31,18,100,https://cdn2.buenosaires.gob.ar/baobras/genericas/generica_escuelas.png,nan,2018,nan,nan,nan,nan
Obras en escuelas de Comuna 7,Esc. Primaria Comun Ndeg 22 Antonio Abraham Zinny: Obras generales,Finalizada,Escuelas,Ministerio de Educacion,Obra De Reparaciones Varias,0.0,7,parque chacabuco,salas 565,"-34,63207931","-58,43412537",2017-12-20,2019-03-15,15,100,https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna7_escprimaria22_foto1.JPG,IngenorS.A,2017,nan,nan,nan,nan
Obras en escuelas de Comuna 11,Escuela Domiciliaria Ndeg 02: mejora edilicia.,Finalizada,Escuelas,Ministerio de Educacion,Obra De Ampliacion Y Remodelacion,0.0,11,villa gral. mitre,san blas 2238,"-34,60713844","-58,47322948",,,0,100,https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna11_escdomiciliaria02_foto1.JPG,nan,nan,nan,nan,nan,nan
Obras en escuelas de Comuna 4,Escuela Tecnica Ndeg 15 Maipu: Mejora edilicia.,Finalizada,Escuelas,Ministerio de Educacion,Obra De Ampliacion Y Remodelacion,0.0,4,barracas,"garcia, martin av. 874","-34,63406638","-58,37494657",,,0,100,https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna4_esctecnica15_foto1.JPG,nan,nan,nan,nan,nan,nan
Obras en escuelas de Comuna 5,Escuela De Ceramica Ndeg 02: Mejora Edilicia,Finalizada,Escuelas,Ministerio de Educacion,Obra De Ampliacion Y Remodelacion,0.0,5,almagro,bulnes 45,"-34,6103232","-58,41853664",,,0,100,https://cdn2.buenosaires.gob.ar/baobras/genericas/generica_escuelas.png,nan,nan,nan,nan,nan,nan
Obras en escuelas de Comuna 1,Escuela Primaria Comun Ndeg 02 Domingo Faustino Sarmiento: Mejora Edilicia,Finalizada,Escuelas,Ministerio de Educacion,Obra De Instalacion Electrica,0.0,1,retiro,"quintana, manuel, pres. 31","-34,59232239","-58,3848898",,,0,100,https://cdn2.buenosaires.gob.ar/baobras/genericas/generica_escuelas.png,SieIngenierí­aS.R.L.,nan,nan,nan,nan,nan
Obras en escuelas de Comuna 7,Escuela Primaria Comun Ndeg 23 Gral. De Division Manuel N. Savio: Mejora Edilicia,Finalizada,Escuelas,Ministerio de Educacion,Obras Para Mejoramiento Edilicio.,0.0,7,flores,san pedrito 1137,"-34,64336393","-58,46028089",2017-12-26,2018-03-28,3,100,https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna7_escprimaria23savio_foto1.JPG,MazhariS.A.,2017,nan,nan,30708896019,nan
Obras en escuelas de Comuna 9,Esc. Primaria Comun Ndeg 02 Patria Grande: Obras generales.,Finalizada,Escuelas,Ministerio de Educacion,Obras Para Mejoramiento Edilicio.,2990253.0,9,mataderos,chascomus 5598,"-34,65391542","-58,49656773",2017-12-26,2018-03-26,3,100,https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna9_escprimaria02_foto1.JPG,MazhariS.A.,2017,nan,nan,30708896019,nan
Obras en escuelas de Comuna 13,Escuela Primaria Comun Ndeg 10 Joaquin Maria Cullen: Mejora Edilicia.,Finalizada,Escuelas,Ministerio de Educacion,Obras Para Mejoramiento Edilicio.,0.0,13,nunez,11 de septiembre de 1888 3451,"-34,54673361","-58,46053328",,,0,100,https://cdn2.buenosaires.gob.ar/baobras/genericas/generica_escuelas.png,nan,nan,nan,nan,nan,nan
Obras en escuelas de Comuna 11,Escuela Primaria Comun Ndeg 03 Policia Federal Argentina: mejora edilicia.,Finalizada,Escuelas,Ministerio de Educacion,Obras Para Mejoramiento Edilicio.,0.0,11,villa del parque,argerich 2849,"-34,60355654","-58,48963321",,,0,100,https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna11_escprimaria03_foto1.JPG,nan,nan,nan,nan,nan,nan
Obras en escuelas de Comuna 10,Escuela De Comercio Ndeg 33 Maipu: mejora edilicia.,Finalizada,Escuelas,Ministerio de Educacion,Obras Para Mejoramiento Edilicio.,0.0,10,monte castro,alvarez jonte av. 5075,"-34,62133944","-58,50837416",,,0,100,https://cdn2.buenosaires.gob.ar/baobras/genericas/generica_escuelas.png,nan,nan,nan,nan,nan,nan
Obras en escuelas de Comuna 11,Escuela Primaria Comun Ndeg 01 Dr. Antonio Dellepiane: Mejora Edilicia,Finalizada,Escuelas,Ministerio de Educacion,Obras Para Mejoramiento Edilicio.,0.0,11,villa del parque,baigorria 3169,"-34,60443426","-58,4922654",,,0,100,https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna11_escprimaria01_foto1.JPG,nan,nan,nan,nan,nan,nan
Obras en escuelas de Comuna 14,Escuela De Comercio Ndeg 31 Naciones Unidas: Mejora Edilicia,Finalizada,Escuelas,Ministerio de Educacion,Obras Para Mejoramiento Edilicio.,0.0,14,palermo,"carranza, angel justiniano 2045","-34,57971252","-58,43503338",,,0,100,https://cdn2.buenosaires.gob.ar/baobras/genericas/generica_escuelas.png,nan,nan,nan,nan,nan,nan
Obras en escuelas de Comuna 15,Escuela Primaria Comun Ndeg 14 Dr. Luis Agote: Mejora Edilicia,Finalizada,Escuelas,Ministerio de Educacion,Obras Para Mejoramiento Edilicio.,0.0,15,chacarita,"newbery, jorge av. 3664","-34,58448155","-58,44934459",,,0,100,https://cdn2.buenosaires.gob.ar/baobras/genericas/generica_escuelas.png,nan,nan,nan,nan,nan,nan
Obras en escuelas de Comuna 12,Escuela Primaria Comun Ndeg 21 Lic. Justo Jose Nunez: Mejora Edilicia,Finalizada,Escuelas,Ministerio de Educacion,Obras Para Mejoramiento Edilicio.,0.0,12,villa urquiza,"acha, mariano, gral. 2250","-34,57221548","-58,47718293",,,0,100,https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna12_escprimaria21_foto1.JPG,nan,nan,nan,nan,nan,nan
Obras en escuelas de Comuna 7,Escuela Primaria Comun Ndeg 02 Tomas Santa Coloma: Mejora edilicia.,Finalizada,Escuelas,Ministerio de Educacion,Obras Para Mejoramiento Edilicio.,0.0,7,parque chacabuco,santander 1150,"-34,63553893","-58,43616767",,,0,100,https://cdn2.buenosaires.gob.ar/baobras/genericas/generica_escuelas.png,nan,nan,nan,nan,nan,nan
Obras en escuelas de Comuna 15,Escuela Primaria Comun Ndeg 11 Dr. Enrique Mosca: Mejora Edilicia,Finalizada,Escuelas,Ministerio de Educacion,Obras Para Mejoramiento Edilicio.,0.0,15,villa crespo,casafoust 761,"-34,59982471","-58,4564507",,,0,100,https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna15_escprimaria11_foto1.JPG,nan,nan,nan,nan,nan,nan
Obras en escuelas de Comuna 14,Escuela De Educ. Espec. Y Form. Lab. Ndeg 04 Dr. Rafael Luis Arcon: Mejora Edilicia.,Finalizada,Escuelas,Ministerio de Educacion,Obras Para Mejoramiento Edilicio.,0.0,14,palermo,nicaragua 5732,"-34,58066747","-58,43486882",,,0,100,https://cdn2.buenosaires.gob.ar/baobras/genericas/generica_escuelas.png,nan,nan,nan,nan,nan,nan
Obras en escuelas de Comuna 9,Esc. Primaria Comun Ndeg 14 Islas Malvinas: Obras generales.,Finalizada,Escuelas,Ministerio de Educacion,Obra De Instalacion Electrica,3466165.0,9,mataderos,de los corrales av. 7040,"-34,66620855","-58,50442983",2017-11-16,2018-03-16,4,100,https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna9_escprimaria14_foto1.jpg,CavconS.A.,2017,nan,nan,33707292259,nan
